,Título,Setor,Valor,Liquidez Média Diária,PVP,Dividendo,Yeld,Soma Yield 3M,Soma Yield 6M,Soma Yield 12M,Média Yield 3M,Média Yield 6M,Média Yield 12M,Soma Yield Ano Corrente,Variação Cotação Mês,Rentabilidade Mês,Rentabilidade,Patrimônio,VPA,P/VPA,VPA Yield,VPA Change,VPA Rent M,VPA Rent,Ativos,Volatility,Número Cotista,Tx Gestão,Tx Admin,Tx Performance,dt_inclusao
163,GCRI11,Papéis,"71,99","85.205,08","0,84","0,85","1,19 %","3,55 %","6,89 %","13,59 %","1,18 %","1,15 %","1,13 %","9,12 %","1,42 %","2,63 %","-4,36 %","126.268.332,01","86,85","0,83","0,98 %","-7,97 %","-7,07 %","-5,08 %",0,"9,87",4.531,N/A,N/A,N/A,2024-09-01
164,GESE11B,Educacional,"1.520,00",N/A,"1,36","1.112,72","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"58.192.036,94","1.119,08","1,36","104,32 %","-36,85 %","29,02 %","33,17 %",1,N/A,56,N/A,N/A,N/A,2024-09-01
165,GGRC11,Imóveis Industriais e Logísticos,"10,82","1.083.771,70","0,96","0,09","0,84 %","2,55 %","4,98 %","9,91 %","0,85 %","0,83 %","0,83 %","7,39 %","-0,18 %","0,65 %","5,40 %","1.195.780.571,11","11,30","0,96","0,82 %","-90,91 %","-90,84 %","-90,60 %",14,"7,57",122.089,N/A,N/A,N/A,2024-09-01
166,GLOG11,Imóveis Industriais e Logísticos,"62,00","57.598,75","0,57","0,50","0,80 %","2,40 %","4,76 %","10,43 %","0,80 %","0,79 %","0,87 %","7,44 %","-1,21 %","-0,42 %","8,48 %","81.486.723,14",N/A,N/A,N/A,N/A,N/A,N/A,1,"16,94",2.550,N/A,N/A,N/A,2024-09-01
167,GRWA11,Indefinido,"10,01","18.419,19","0,99","0,11","1,06 %","3,17 %","6,42 %","14,52 %","1,06 %","1,07 %","1,21 %","8,88 %","-0,80 %","0,25 %","-4,48 %","28.122.410,75","10,19","0,98","1,03 %","0,00 %","0,00 %","0,00 %",0,"15,05",2.681,N/A,N/A,N/A,2024-09-01
168,GSFI11,Shoppings,"7,70","64.404,33","0,57","0,00","0,03 %","0,03 %","0,03 %","0,03 %","0,01 %","0,00 %","0,00 %","0,03 %","0,00 %","0,03 %","0,03 %","1.223.602.128,53","11,90","0,65","0,01 %","0,01 %","0,02 %","0,02 %",9,"12,33",7.566,N/A,N/A,N/A,2024-09-01
169,GTLG11,Imóveis Industriais e Logísticos,"63,99","22.885,25","1,06","60,62","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","37,59 %","0,00 %","0,00 %",N/A,"434.811.690,70","60,62","1,06","100,00 %","-35,83 %","28,33 %","35,22 %",5,"34,61",341,N/A,N/A,N/A,2024-09-01
170,GTWR11,Lajes Corporativas,"81,31","658.995,07","0,81","0,79","0,97 %","2,90 %","5,80 %","11,56 %","0,97 %","0,97 %","0,96 %","8,60 %","0,65 %","1,63 %","11,14 %","1.216.006.916,44","101,33","0,80","0,78 %","7,00 %","7,84 %","13,52 %",3,"11,64",43.617,N/A,N/A,N/A,2024-09-01
171,GURB11,Indefinido,"108,00","5.000.076,00","0,93","0,70","0,65 %","0,00 %","0,00 %","0,65 %","0,00 %","0,00 %","0,65 %","0,65 %","0,00 %","0,00 %",N/A,"131.225.187,00",N/A,N/A,N/A,N/A,N/A,N/A,2,"9,77",1,N/A,N/A,N/A,2024-09-01
172,GZIT11,Indefinido,"57,00","458.081,36","0,60","0,78","1,39 %","4,19 %","7,98 %","12,80 %","1,40 %","1,33 %","1,16 %","12,80 %","3,21 %","4,65 %","-8,64 %","2.078.761.318,50",N/A,N/A,N/A,N/A,N/A,N/A,8,"16,29",5.705,N/A,N/A,N/A,2024-09-01
173,HAAA11,Lajes Corporativas,"34,74","913,42","0,46","0,08","0,23 %","0,46 %","1,07 %","3,45 %","0,46 %","0,18 %","0,29 %","1,80 %","0,38 %","0,61 %","9,59 %","258.691.254,28","74,87","0,46","0,51 %","-16,50 %","-16,07 %","-14,72 %",2,"47,46",267,N/A,N/A,N/A,2024-09-01
174,HABT11,Papéis,"87,25","549.266,90","0,91","0,95","1,08 %","3,37 %","7,03 %","13,89 %","1,12 %","1,17 %","1,16 %","10,46 %","0,55 %","1,64 %","14,44 %","777.517.117,44","95,67","0,91","1,05 %","-4,12 %","-3,12 %","13,43 %",0,"12,17",69.180,N/A,N/A,N/A,2024-09-01
175,HBCR11,Indefinido,"134,00","7.577.879,22","1,22","0,84","0,00 %","0,00 %","1,08 %","2,73 %","0,00 %","0,18 %","0,23 %","2,73 %","0,00 %","0,00 %",N/A,"175.278.982,51",N/A,N/A,N/A,N/A,N/A,N/A,5,"22,98",38,N/A,N/A,N/A,2024-09-01
176,HBRH11,Lajes Corporativas,"90,80","14.627,00","0,80","0,05","0,06 %","5,39 %","5,97 %","9,18 %","1,80 %","1,00 %","0,77 %","7,80 %","0,29 %","0,35 %","-0,83 %","312.629.697,20","112,77","0,81","3,82 %","-0,38 %","3,43 %","11,75 %",5,"13,98",818,N/A,N/A,N/A,2024-09-01
177,HCHG11,Papéis,"69,86","45.326,17","0,72","0,75","1,08 %","3,23 %","6,14 %","11,18 %","1,08 %","1,02 %","0,93 %","9,04 %","-0,39 %","0,69 %","-0,03 %","115.503.832,42","96,25","0,73","0,75 %","-4,82 %","-4,10 %","10,75 %",0,"29,74",859,N/A,N/A,N/A,2024-09-01
178,HCRA11,Indefinido,"44,00","95.054,83",N/A,"0,47","1,10 %","1,10 %","2,11 %","5,40 %","0,37 %","0,35 %","0,45 %","4,30 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"93,10",0,N/A,N/A,N/A,2024-09-01
179,HCRI11,Hospitalar,"285,00","24.280,29","0,88","2,57","0,90 %","2,85 %","5,36 %","11,32 %","0,95 %","0,89 %","0,94 %","7,37 %","7,86 %","8,83 %","4,39 %","64.268.571,97","321,34","0,89","0,88 %","4,34 %","5,26 %","12,65 %",1,"18,04",3.165,N/A,N/A,N/A,2024-09-01
180,HCTR11,Papéis,"30,12","717.015,39","0,26","0,36","1,22 %","4,19 %","7,69 %","12,88 %","1,40 %","1,28 %","1,07 %","9,63 %","3,51 %","4,77 %","-7,37 %","2.524.240.746,63","114,30","0,26","0,46 %","-5,83 %","-5,40 %","11,54 %",0,"43,61",163.620,N/A,N/A,N/A,2024-09-01
181,HDEL11,Imóveis Industriais e Logísticos,"116,00","1.036,88","1,48","10,10","9,18 %","9,18 %","9,18 %","9,18 %","3,06 %","1,84 %","1,84 %","9,18 %","0,00 %","0,00 %",N/A,"65.826.895,63",N/A,N/A,N/A,N/A,N/A,N/A,0,"44,05",103,N/A,N/A,N/A,2024-09-01
182,HFOF11,Fundo de Fundos,"68,88","7.219.420,83","0,90","0,63","0,92 %","2,73 %","5,26 %","10,28 %","0,91 %","0,88 %","0,86 %","7,73 %","-1,66 %","-0,75 %","4,21 %","1.769.889.083,10","76,80","0,90","0,82 %","-5,04 %","-4,27 %","-0,29 %",0,"10,38",74.898,N/A,N/A,N/A,2024-09-01
183,HGAG11,Indefinido,"18,89","1.837,96","0,79","0,18","0,98 %","3,30 %","5,96 %","10,84 %","1,10 %","0,99 %","0,90 %","8,78 %","3,85 %","4,87 %","-8,04 %","5.935.572,77","23,91","0,79","0,84 %","0,00 %","0,00 %","0,00 %",0,"58,29",1.278,N/A,N/A,N/A,2024-09-01
184,HGBL11,Misto,"10,30","36.185,54","1,02","0,15","1,48 %","4,71 %","8,21 %","8,21 %","1,57 %","1,37 %","1,37 %","8,21 %","1,81 %","3,32 %","12,72 %","122.203.147,86",N/A,N/A,N/A,N/A,N/A,N/A,1,"16,69",330,N/A,N/A,N/A,2024-09-01
185,HGBS11,Shoppings,"211,09","1.406.852,20","0,93","1,60","0,76 %","2,37 %","4,77 %","9,92 %","0,79 %","0,80 %","0,83 %","7,22 %","-0,51 %","0,25 %","3,74 %","2.878.394.978,93","226,11","0,93","0,77 %","1,89 %","2,68 %","13,68 %",15,"9,21",122.323,N/A,N/A,N/A,2024-09-01
186,HGCR11,Papéis,"102,99","1.074.940,79","1,02","0,95","0,93 %","2,79 %","5,57 %","11,39 %","0,93 %","0,93 %","0,95 %","8,39 %","0,08 %","1,01 %","10,21 %","1.548.976.079,92","100,46","1,03","0,95 %","-0,50 %","0,45 %","14,22 %",0,"9,87",100.979,N/A,N/A,N/A,2024-09-01
187,HGFF11,Fundo de Fundos,"82,93","125.589,62","0,94","0,70","0,84 %","2,54 %","4,97 %","9,90 %","0,85 %","0,83 %","0,83 %","7,40 %","0,11 %","0,95 %","9,81 %","256.933.412,86","89,72","0,92","0,78 %","3,32 %","4,12 %","9,68 %",0,"14,55",15.840,N/A,N/A,N/A,2024-09-01
188,HGIC11,Papéis,"96,53","13.706,63","0,85","1,00","1,06 %","3,22 %","5,59 %","11,39 %","1,07 %","0,93 %","0,95 %","7,38 %","1,94 %","3,02 %","-1,09 %","52.775.497,57","115,69","0,83","0,86 %","0,85 %","1,72 %","20,93 %",2,"40,79",430,N/A,N/A,N/A,2024-09-01
189,HGLG11,Imóveis Industriais e Logísticos,"160,68","3.935.000,12","1,02","1,10","0,69 %","2,08 %","4,10 %","8,24 %","0,69 %","0,68 %","0,69 %","6,13 %","1,19 %","1,89 %","7,63 %","5.336.625.217,90","157,95","1,02","0,70 %","2,55 %","3,26 %","19,71 %",26,"9,19",481.964,N/A,N/A,N/A,2024-09-01
190,HGPO11,Lajes Corporativas,"301,18","672.562,33","0,87","1,70","0,56 %","1,68 %","3,24 %","6,47 %","0,56 %","0,54 %","0,54 %","4,82 %","-1,08 %","-0,52 %","16,12 %","604.330.237,67","344,73","0,87","0,49 %","15,15 %","15,72 %","37,89 %",2,"14,55",13.904,N/A,N/A,N/A,2024-09-01
191,HGRE11,Lajes Corporativas,"112,10","1.170.097,22","0,73","0,78","0,69 %","2,66 %","4,59 %","8,59 %","0,89 %","0,77 %","0,72 %","6,73 %","-2,10 %","-1,42 %","-4,70 %","1.798.861.900,78","152,22","0,74","0,99 %","-2,98 %","-2,02 %","-1,72 %",16,"14,10",150.149,N/A,N/A,N/A,2024-09-01
192,HGRS11,Imóveis Residenciais,N/A,N/A,N/A,"29,32","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"58.983.088,31","92,86",N/A,"0,00 %","0,00 %","0,00 %","0,00 %",2,N/A,6,N/A,N/A,N/A,2024-09-01
193,HGRU11,Misto,"126,38","2.140.710,04","1,01","0,85","0,67 %","2,33 %","4,28 %","9,18 %","0,78 %","0,71 %","0,77 %","7,23 %","0,03 %","0,70 %","3,86 %","2.311.830.222,31","125,60","1,01","1,00 %","2,21 %","3,22 %","17,34 %",68,"12,67",203.636,N/A,N/A,N/A,2024-09-01
194,HILG11,Indefinido,"202,59","8.888,00","1,08","1,33","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"98.805.127,48",N/A,N/A,N/A,N/A,N/A,N/A,1,"3,91",50,N/A,N/A,N/A,2024-09-01
195,HLOG11,Imóveis Industriais e Logísticos,"83,10","116.203,04","0,72","0,40","0,48 %","1,61 %","3,31 %","7,41 %","0,54 %","0,55 %","0,62 %","5,22 %","0,36 %","0,84 %","-0,11 %","492.807.053,06","115,95","0,72","0,45 %","-0,45 %","0,00 %","10,87 %",4,"15,07",3.978,N/A,N/A,N/A,2024-09-01
196,HOFC11,Lajes Corporativas,"29,90","27.432,01","0,43","0,21","0,65 %","0,65 %","0,65 %","3,60 %","0,65 %","0,65 %","0,30 %","2,00 %","73,83 %","74,96 %","64,89 %","263.974.749,72",N/A,N/A,N/A,N/A,N/A,N/A,4,"40,49",5.727,N/A,N/A,N/A,2024-09-01
197,HOSI11,Imóveis Residenciais,"96,80","29.673,17","1,06","0,72","0,75 %","2,27 %","4,41 %","10,06 %","0,76 %","0,74 %","0,84 %","7,73 %","1,62 %","2,39 %","29,88 %","52.647.354,09","91,81","1,05","0,77 %","-0,27 %","0,50 %","6,32 %",0,"39,69",1.411,N/A,N/A,N/A,2024-09-01
198,HPDP11,Shoppings,"89,49","1.161.977,63","0,94","0,53","0,60 %","1,22 %","3,04 %","6,15 %","0,41 %","0,51 %","0,51 %","4,88 %","0,00 %","0,00 %",N/A,"314.049.305,84","95,51","0,94","0,55 %","7,00 %","7,60 %","7,35 %",1,"23,03",425,N/A,N/A,N/A,2024-09-01
199,HRDF11,Fundo de Desenvolvimento,"3,00","937,82","0,39","6,80","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"11.793.004,76",N/A,N/A,N/A,N/A,N/A,N/A,0,"69,22",1.091,N/A,N/A,N/A,2024-09-01
200,HREC11,Papéis,"8,65","220.196,38","0,95","0,08","0,92 %","2,82 %","5,63 %","11,52 %","0,94 %","0,94 %","0,96 %","8,44 %","1,16 %","2,09 %","15,65 %","464.219.610,56","9,00","0,96","0,89 %","-89,87 %","-89,78 %","-88,75 %",0,"10,63",2.799,N/A,N/A,N/A,2024-09-01
201,HRES11,Imóveis Residenciais,"149,25","2.388,00","1,20","13,26","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"58.106.308,00",N/A,N/A,N/A,N/A,N/A,N/A,0,"120,40",129,N/A,N/A,N/A,2024-09-01
202,HSAF11,Papéis,"83,81","512.160,38","0,95","0,80","0,95 %","2,98 %","6,59 %","12,34 %","0,99 %","1,10 %","1,03 %","9,52 %","1,21 %","2,17 %","11,93 %","225.592.578,35","89,30","0,94","1,01 %","-2,23 %","-1,25 %","7,73 %",0,"13,69",11.157,N/A,N/A,N/A,2024-09-01
203,HSLG11,Imóveis Industriais e Logísticos,"85,73","310.571,65","0,82","0,74","0,86 %","2,59 %","5,02 %","9,80 %","0,86 %","0,84 %","0,82 %","7,35 %","0,23 %","1,10 %","4,03 %","1.325.474.464,91","104,70","0,82","0,71 %","-0,23 %","0,48 %","1,88 %",5,"13,96",40.016,N/A,N/A,N/A,2024-09-01
204,HSML11,Shoppings,"94,98","1.677.105,78","0,88","0,80","0,84 %","2,52 %","5,06 %","9,98 %","0,84 %","0,84 %","0,83 %","7,53 %","0,49 %","1,34 %","13,16 %","2.252.112.029,87","108,23","0,88","0,74 %","10,91 %","11,73 %","17,58 %",7,"11,06",195.981,N/A,N/A,N/A,2024-09-01
205,HSRE11,Misto,"100,00","1.294.242,42","1,05","0,96","0,95 %","2,62 %","4,58 %","7,46 %","0,87 %","0,76 %","0,62 %","6,32 %","2,97 %","3,94 %","3,88 %","848.543.569,41","95,36","1,05","0,77 %","-0,71 %","0,05 %","6,41 %",26,"24,14",308,N/A,N/A,N/A,2024-09-01
206,HTMX11,Hotéis,"190,50","503.372,10","1,40","2,13","1,13 %","3,22 %","6,55 %","17,12 %","1,07 %","1,09 %","1,43 %","10,52 %","7,61 %","8,82 %","22,17 %","203.685.962,73","135,40","1,41","1,04 %","-3,53 %","-2,52 %","12,80 %",21,"34,53",35.041,N/A,N/A,N/A,2024-09-01
207,HUCG11,Hospitalar,"82,50","5.643,85","0,79","0,22","0,20 %","0,00 %","0,00 %","0,61 %","0,00 %","0,00 %","0,61 %","0,20 %","8,00 %","8,22 %","8,22 %","116.505.047,28",N/A,N/A,N/A,N/A,N/A,N/A,2,"70,35",244,N/A,N/A,N/A,2024-09-01
208,HUSC11,Hospitalar,"107,61","3.070,70","0,72","0,90","0,82 %","2,44 %","3,96 %","7,98 %","0,81 %","0,66 %","0,67 %","5,49 %","1,80 %","2,64 %","-0,71 %","131.762.304,16","154,86","0,69","0,56 %","5,53 %","6,11 %","14,80 %",2,"33,60",774,N/A,N/A,N/A,2024-09-01
209,HUSI11,Hospitalar,"1.192,14","3.600,00","1,00","7,86","0,00 %","1,33 %","2,76 %","4,81 %","0,44 %","0,46 %","0,40 %","4,81 %","0,00 %","0,00 %",N/A,"138.296.899,16","1.188,51","1,00","0,69 %","19,67 %","20,50 %","26,74 %",0,"144,65",105,N/A,N/A,N/A,2024-09-01
210,IAAG11,Indefinido,"10,16","106.116,21","1,06","0,11","1,07 %","3,06 %","6,60 %","12,99 %","1,02 %","1,10 %","1,08 %","10,16 %","-4,90 %","-3,88 %","25,93 %","52.564.784,60","9,65","1,05","1,14 %","0,00 %","0,00 %","0,00 %",0,"15,51",9.326,N/A,N/A,N/A,2024-09-01
211,IAGR11,Indefinido,"3,40","13.149,54","0,38","0,01","0,41 %","1,25 %","3,22 %","5,97 %","0,42 %","0,54 %","0,75 %","5,97 %","6,83 %","7,27 %","-10,85 %","25.020.090,86","8,94","0,38","0,16 %","0,00 %","0,00 %","0,00 %",0,"105,56",3.918,N/A,N/A,N/A,2024-09-01
212,IBCR11,Papéis,"66,45","58.110,55","0,74","0,80","1,14 %","3,48 %","6,99 %","14,72 %","1,16 %","1,17 %","1,23 %","9,51 %","-1,35 %","-0,23 %","2,02 %","86.462.871,05","90,21","0,74","0,92 %","-3,95 %","-3,07 %","5,13 %",0,"10,17",3.954,N/A,N/A,N/A,2024-09-01
213,IBFF11,Fundo de Fundos,"66,40","162.549,50","4,49","14,79","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","6,25 %","0,00 %","0,00 %",N/A,"9.855.905,16","14,78","4,49","100,08 %","-79,09 %","-58,15 %","-58,47 %",0,"4,20",3.870,N/A,N/A,N/A,2024-09-01
214,ICNE11,Imóveis Residenciais,"713,99",N/A,"0,82","42,76","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"103.945.819,52",N/A,N/A,N/A,N/A,N/A,N/A,0,"721,93",2,N/A,N/A,N/A,2024-09-01
215,ICRI11,Misto,"97,00","158.738,37","0,96","0,97","1,00 %","2,96 %","5,87 %","6,54 %","0,99 %","0,98 %","1,09 %","6,54 %","2,25 %","3,27 %","10,15 %","388.839.721,20",N/A,N/A,N/A,N/A,N/A,N/A,0,"9,36",6.271,N/A,N/A,N/A,2024-09-01
216,IDFI11,Indefinido,"6,12","8.664,71","0,45","5,05","118,55 %","123,27 %","253,28 %","368,81 %","41,09 %","42,21 %","30,73 %","431,42 %","2,16 %","123,27 %","1.354,18 %","27.359.372,64","13,29","0,46","33,88 %","-76,25 %","-68,20 %","-74,07 %",3,"264,11",468,N/A,N/A,N/A,2024-09-01
217,IDGR11,Misto,"6,00","415,07","1,21","0,85","13,04 %","13,68 %","30,70 %","63,89 %","4,56 %","5,12 %","5,32 %","76,57 %","-9,94 %","1,80 %","14,59 %","4.365.573,71",N/A,N/A,N/A,N/A,N/A,N/A,1,"74,72",95,N/A,N/A,N/A,2024-09-01
218,IDUA11,Imóveis Comerciais - Outros,"68,43",N/A,"0,85","3,83","5,25 %","5,25 %","5,25 %","5,25 %","1,75 %","1,75 %","1,75 %","5,25 %","0,00 %","0,00 %",N/A,"32.539.407,25",N/A,N/A,N/A,N/A,N/A,N/A,4,"67,02",2,N/A,N/A,N/A,2024-09-01
219,IFRA11,Indefinido,"111,67","3.418.377,95",N/A,"1,08","0,98 %","3,01 %","6,11 %","12,41 %","1,00 %","1,02 %","1,03 %","9,19 %","2,76 %","3,76 %","17,78 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"11,79",0,N/A,N/A,N/A,2024-09-01
220,IFRI11,N/A,"105,19","1.407.585,71",N/A,"1,00","0,96 %","2,75 %","2,75 %","2,75 %","0,92 %","0,92 %","0,92 %","2,75 %","3,57 %","4,57 %","4,32 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"13,61",0,N/A,N/A,N/A,2024-09-01
221,IMOV11,Indefinido,N/A,N/A,N/A,"0,09","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"496.338.124,92",N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,13.027,N/A,N/A,N/A,2024-09-01
222,IRDM11,Papéis,"72,18","2.429.057,12","0,85","0,74","1,04 %","3,09 %","6,26 %","12,07 %","1,03 %","1,04 %","1,01 %","8,14 %","-2,26 %","-1,25 %","5,20 %","3.103.437.618,62","85,18","0,85","0,87 %","-8,21 %","-7,41 %","-3,70 %",0,"12,49",288.936,N/A,N/A,N/A,2024-09-01
223,IRIM11,Indefinido,"74,00","33.838,38","0,85","0,76","1,04 %","3,24 %","6,51 %","12,56 %","1,08 %","1,09 %","1,05 %","8,38 %","-0,93 %","0,10 %","0,66 %","167.540.250,31","87,26","0,85","0,87 %","-10,34 %","-9,56 %","-6,12 %",0,"12,91",2.634,N/A,N/A,N/A,2024-09-01
224,ISCJ11,Papéis,"92,00","184,00","0,66","1,20","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"43.848.436,80",N/A,N/A,N/A,N/A,N/A,N/A,0,"448,64",73,N/A,N/A,N/A,2024-09-01
225,ITIP11,Papéis,"75,35","106.117,04","1,05","0,70","0,93 %","2,69 %","5,60 %","10,96 %","0,90 %","0,93 %","0,91 %","8,29 %","-5,65 %","-4,77 %","7,67 %","55.713.455,13","74,47","1,01","0,91 %","-7,02 %","-6,17 %","-3,93 %",0,"13,61",10.637,N/A,N/A,N/A,2024-09-01
226,ITIT11,Fundo de Fundos,"75,56","129.566,38","0,93","0,60","0,79 %","2,46 %","4,77 %","9,75 %","0,82 %","0,80 %","0,81 %","7,31 %","3,10 %","3,91 %","12,53 %","73.714.386,95","81,86","0,92","0,73 %","3,67 %","4,43 %","11,44 %",0,"10,52",11.706,N/A,N/A,N/A,2024-09-01
227,ITRI11,Shoppings,"90,95","1.170.401,04","0,94","0,88","0,96 %","2,78 %","4,08 %","4,08 %","0,93 %","1,02 %","1,02 %","4,08 %","-1,48 %","-0,53 %","-4,93 %","611.198.574,69",N/A,N/A,N/A,N/A,N/A,N/A,0,"18,75",18.339,N/A,N/A,N/A,2024-09-01
228,JASC11,Imóveis Comerciais - Outros,"113,93","581,50","1,06","0,61","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"374.260.101,61",N/A,N/A,N/A,N/A,N/A,N/A,19,"444,29",171,N/A,N/A,N/A,2024-09-01
229,JBFO11,Papéis,"81,49","82,00","1,01","0,52","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"103.656.844,08",N/A,N/A,N/A,N/A,N/A,N/A,0,"711,98",366,N/A,N/A,N/A,2024-09-01
230,JCCJ11,Papéis,"152,00","3.680.153,89","0,84","0,45","0,32 %","0,73 %","1,08 %","2,03 %","0,73 %","0,18 %","0,17 %","1,53 %","6,43 %","6,77 %","16,50 %","301.868.682,44",N/A,N/A,N/A,N/A,N/A,N/A,0,"232,04",28,N/A,N/A,N/A,2024-09-01
231,JCIN11,Fundo de Fundos,"150,66","10.502.787,20","1,00","0,61","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"197.797.344,17",N/A,N/A,N/A,N/A,N/A,N/A,0,"1,66",4,N/A,N/A,N/A,2024-09-01
232,JFLL11,Imóveis Residenciais,"70,95","174.981,24","0,68","0,60","0,85 %","2,54 %","5,05 %","10,16 %","0,85 %","0,84 %","0,85 %","7,58 %","-1,25 %","-0,41 %","3,18 %","156.020.080,65","103,97","0,68","0,60 %","2,96 %","3,58 %","12,55 %",2,"23,11",3.400,N/A,N/A,N/A,2024-09-01
233,JGPX11,Indefinido,"84,37","150.599,47","0,89","1,09","1,29 %","3,92 %","7,76 %","14,49 %","1,31 %","1,29 %","1,21 %","11,57 %","6,36 %","7,73 %","1,30 %","203.722.854,97","95,14","0,89","1,05 %","-0,87 %","0,18 %","11,08 %",0,"16,82",7.334,N/A,N/A,N/A,2024-09-01
234,JPPA11,Papéis,"82,55","183.243,21","0,85","1,00","1,22 %","3,66 %","7,17 %","13,99 %","1,22 %","1,20 %","1,17 %","10,53 %","0,87 %","2,10 %","2,55 %","87.880.724,31","97,21","0,85","1,04 %","-1,13 %","-0,10 %","12,43 %",0,"11,70",8.006,N/A,N/A,N/A,2024-09-01
235,JRDM11,Shoppings,"85,90","610.682,00","0,97","7,83","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","5,00 %","0,00 %","0,00 %",N/A,"224.143.181,16","88,84","0,97","0,45 %","-1,16 %","-0,71 %","7,23 %",1,"9,34",4.001,N/A,N/A,N/A,2024-09-01
236,JSAF11,Fundo de Fundos,"96,50","2.584.272,08","1,00","0,91","0,92 %","3,05 %","6,08 %","12,14 %","1,02 %","1,01 %","1,01 %","9,10 %","6,64 %","7,62 %","8,76 %","744.753.878,64","96,07","1,00","1,04 %","2,27 %","3,33 %","11,56 %",0,"18,95",16.065,N/A,N/A,N/A,2024-09-01
237,JSCR11,Papéis,"96,25","106.134,14","1,00","0,83","0,84 %","0,84 %","0,84 %","0,84 %","0,84 %","0,84 %","0,84 %","0,84 %","0,00 %","0,00 %",N/A,"212.963.966,62",N/A,N/A,N/A,N/A,N/A,N/A,0,"25,96",2.904,N/A,N/A,N/A,2024-09-01
238,JSRE11,Misto,"63,70","811.694,01","0,58","0,48","0,75 %","2,23 %","4,31 %","8,12 %","0,74 %","0,72 %","0,68 %","6,18 %","-1,70 %","-0,96 %","-5,93 %","2.277.329.560,88","109,66","0,58","0,44 %","-2,93 %","-2,51 %","1,76 %",6,"19,35",100.335,N/A,N/A,N/A,2024-09-01
239,JURO11,Indefinido,"106,37","3.551.590,71",N/A,"1,00","0,94 %","3,08 %","6,62 %","14,28 %","1,03 %","1,10 %","1,19 %","9,95 %","0,67 %","1,62 %","12,28 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"8,89",0,N/A,N/A,N/A,2024-09-01
240,KCRE11,Indefinido,"9,79","254.829,19","0,98","0,09","0,91 %","2,92 %","6,32 %","11,47 %","0,97 %","1,05 %","0,96 %","9,02 %","4,67 %","5,62 %","17,36 %","360.225.257,96","10,01","0,98","0,90 %","-89,78 %","-89,69 %","-89,57 %",0,"9,75",13.746,N/A,N/A,N/A,2024-09-01
241,KDIF11,Indefinido,"137,85","1.712.003,00",N/A,"1,10","0,80 %","2,43 %","5,03 %","9,96 %","0,81 %","0,84 %","0,83 %","7,66 %","0,62 %","1,42 %","12,08 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"11,29",0,N/A,N/A,N/A,2024-09-01
242,KEVE11,Fundo de Desenvolvimento,"1.075,00","41.283,00","1,48","47,05","0,00 %","3,66 %","6,10 %","12,69 %","1,22 %","1,02 %","1,06 %","12,69 %","0,00 %","0,00 %",N/A,"113.791.010,80","770,41","1,40","1,49 %","-17,36 %","-16,12 %","-19,35 %",0,"38,35",454,N/A,N/A,N/A,2024-09-01
243,KFOF11,Fundo de Fundos,"84,96","2.322.364,79","0,91","0,75","0,87 %","2,54 %","5,10 %","10,35 %","0,85 %","0,85 %","0,86 %","7,80 %","-1,51 %","-0,65 %","1,97 %","658.281.149,41","93,84","0,91","0,80 %","3,27 %","4,09 %","9,89 %",0,"16,53",23.575,N/A,N/A,N/A,2024-09-01
