Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) Média,DY (6M) Média,DY (12M) Média,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,Vacância Física,Vacância Financeira,Quant. Ativos,Data Inclusão
VILG11,Imóveis Industriais e Logísticos,"96,65","2.302.977,42","0,85","0,58","0,62 %","1,88 %","3,86 %","7,88 %","0,63 %","0,64 %","0,66 %","2,52 %","1,25 %","1,88 %","-1,73 %","1.708.813.522,16","113,94","0,85","0,53 %","1,49 %",2024-04-01
VINO11,Lajes Corporativas,"8,15","1.257.412,33","0,75","0,06","0,71 %","2,17 %","4,47 %","8,58 %","0,72 %","0,75 %","0,72 %","2,93 %","4,04 %","4,78 %","3,77 %","899.435.499,54","10,86","0,75","0,51 %","-80,16 %",2024-04-01
VISC11,Shoppings,"122,10","12.230.231,25","0,95","1,00","0,81 %","2,47 %","4,97 %","9,37 %","0,82 %","0,83 %","0,78 %","3,28 %","1,70 %","2,52 %","6,83 %","3.689.863.509,23","127,99","0,95","0,78 %","3,36 %",2024-04-01
VIUR11,Misto,"7,49","442.600,50","0,84","0,07","0,88 %","2,66 %","5,36 %","10,70 %","0,89 %","0,89 %","0,89 %","3,56 %","-1,29 %","-0,42 %","-0,93 %","240.293.112,58","8,92","0,84","0,81 %","-3,04 %",2024-04-01
VJFD11,Papéis,N/A,N/A,N/A,"0,72","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"664.800.404,20","136,34",N/A,"0,55 %","0,20 %",2024-04-01
VLIQ11,Indefinido,N/A,N/A,N/A,"5,04","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,2024-04-01
VLOL11,Lajes Corporativas,"98,00","160.238,13","0,88","16,30",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"198.219.080,15","111,06","0,88","0,55 %","-0,14 %",2024-04-01
VOTS11,Papéis,"82,00","9.035,25","0,87","0,90","1,08 %","3,26 %","5,51 %","11,61 %","1,09 %","0,92 %","0,97 %","4,42 %","0,96 %","2,05 %","5,00 %","78.184.018,04","94,44","0,87","0,95 %","1,23 %",2024-04-01
VRTA11,Papéis,"89,72","1.676.266,38","0,96","0,90","1,00 %","2,87 %","5,29 %","10,77 %","0,96 %","0,88 %","0,90 %","3,71 %","2,15 %","3,17 %","5,29 %","1.460.227.284,49","93,65","0,96","0,85 %","2,72 %",2024-04-01
VSEC11,Papéis,"0,21","2,50","0,07","2,05",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"182.284,39",N/A,N/A,N/A,N/A,2024-04-01
VSHO11,Shoppings,"81,26","75.171,63","0,81","0,65","0,79 %","2,53 %","5,26 %","11,07 %","0,84 %","0,88 %","0,92 %","3,36 %","-1,22 %","-0,44 %","5,36 %","210.895.225,49","100,48","0,81","0,72 %","1,12 %",2024-04-01
VSLH11,Papéis,"3,64","193.159,04","0,35","0,04","1,10 %","3,17 %","6,23 %","10,50 %","1,06 %","1,04 %","0,88 %","4,11 %","-3,19 %","-2,13 %","-7,96 %","312.385.205,69","10,46","0,35","0,38 %","0,67 %",2024-04-01
VTLT11,Imóveis Industriais e Logísticos,"97,34","97.927,08","0,87","0,93","0,96 %","2,88 %","5,61 %","11,08 %","0,96 %","0,94 %","0,92 %","3,78 %","0,71 %","1,68 %","5,54 %","236.182.548,61","111,67","0,87","0,83 %","10,86 %",2024-04-01
VTPL11,Papéis,N/A,N/A,N/A,"5,11","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"100.191.515,04",N/A,N/A,N/A,N/A,2024-04-01
VVCO11,Lajes Corporativas,"13,50","8.962,96","0,97","11,16","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"137.436.459,88",N/A,N/A,N/A,N/A,2024-04-01
VVCR11,Papéis,"9,90","43.086,88","0,90","0,08","0,78 %","4,32 %","7,27 %","23,58 %","1,44 %","1,21 %","1,97 %","4,32 %","-1,81 %","-1,05 %","13,15 %","82.507.994,19",N/A,N/A,N/A,N/A,2024-04-01
VVMR11,Lajes Corporativas,"90,80","14.627,00","0,81","0,17","0,00 %","0,55 %","2,08 %","5,63 %","0,18 %","0,35 %","0,47 %","1,26 %","0,00 %","0,00 %",N/A,"310.663.065,95",N/A,N/A,N/A,N/A,2024-04-01
VVPR11,Misto,"101,50","1.249.061,55","1,04","0,89","0,89 %","2,47 %","4,88 %","9,72 %","0,82 %","0,81 %","0,81 %","7,45 %","0,40 %","1,30 %","14,44 %","226.032.234,18","98,03","1,04","0,74 %","-0,10 %",2024-04-01
VVRI11,Indefinido,"96,93","8.075,05","0,88","1,00","1,08 %","3,77 %","7,68 %","14,85 %","1,26 %","1,28 %","1,35 %","3,77 %","-5,58 %","-4,56 %","-2,38 %","44.139.033,75",N/A,N/A,N/A,N/A,2024-04-01
VXXV11,Fundo de Desenvolvimento,"1.053,00","3.043.521,00","0,89","10,76","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"315.933.808,58",N/A,N/A,N/A,N/A,2024-04-01
WPLZ11,Shoppings,"63,39","7.579,17","0,71","0,41","0,63 %","1,93 %","3,94 %","7,88 %","0,64 %","0,66 %","0,66 %","2,56 %","9,70 %","10,39 %","11,45 %","94.474.665,81","88,75","0,71","0,46 %","1,08 %",2024-04-01
WSEC11,Indefinido,"84,59","13.449,30","0,84","0,75","0,89 %","2,92 %","6,90 %","13,76 %","0,97 %","1,15 %","1,15 %","4,11 %","-0,49 %","0,39 %","2,87 %","24.818.442,06",N/A,N/A,N/A,N/A,2024-04-01
WTSP11B,Misto,"36,00","3.852,00","0,45","0,15","0,00 %","0,00 %","0,00 %","2,37 %","0,00 %","0,00 %","0,20 %","0,00 %","0,00 %","0,00 %",N/A,"79.170.784,51","79,76","0,45","0,38 %","10,04 %",2024-04-01
XPCA11,Indefinido,"8,84","1.401.536,50","0,93","0,10","1,09 %","3,30 %","6,94 %","14,36 %","1,10 %","1,16 %","1,20 %","4,59 %","-2,97 %","-1,91 %","2,98 %","431.843.105,78","9,49","0,93","1,16 %","-0,01 %",2024-04-01
XPCI11,Papéis,"89,33","1.968.837,13","0,96","0,90","0,99 %","3,01 %","5,90 %","12,39 %","1,00 %","0,98 %","1,03 %","3,88 %","2,64 %","3,66 %","10,40 %","806.591.547,55","92,70","0,96","0,97 %","0,95 %",2024-04-01
XPCM11,Lajes Corporativas,"9,02","33.305,67","0,30","0,02","0,20 %","1,52 %","3,23 %","7,26 %","0,51 %","0,54 %","0,61 %","0,20 %","-1,54 %","-1,34 %","-1,34 %","71.799.091,45","29,04","0,31","0,07 %","-34,13 %",2024-04-01
XPHT11,Hotéis,"123,00","230.869,59","0,71","0,23","0,50 %","1,80 %","4,63 %","114,91 %","0,60 %","0,77 %","9,58 %","2,75 %","1,98 %","2,49 %","2,25 %","581.300.390,98","63,06","1,95","0,44 %","-33,07 %",2024-04-01
XPID11,Indefinido,"83,10","632.628,46",N/A,"1,00","1,19 %","3,58 %","5,47 %","9,54 %","1,19 %","0,91 %","0,80 %","4,95 %","-4,15 %","-3,01 %","2,35 %",N/A,N/A,N/A,N/A,N/A,2024-04-01
XPIE11,Indefinido,"83,42","2.034.783,08",N/A,"0,77","0,91 %","2,10 %","4,55 %","12,78 %","0,70 %","0,76 %","1,07 %","6,27 %","0,33 %","1,25 %","12,75 %",N/A,N/A,N/A,N/A,N/A,2024-04-01
XPIN11,Imóveis Industriais e Logísticos,"80,94","548.274,88","0,79","0,62","0,78 %","2,25 %","4,53 %","9,45 %","0,75 %","0,76 %","0,79 %","2,25 %","-3,17 %","-2,42 %","0,20 %","734.642.262,35","102,74","0,79","0,57 %","-1,11 %",2024-04-01
XPLG11,Imóveis Industriais e Logísticos,"109,00","5.265.299,17","0,97","0,78","0,71 %","2,12 %","4,29 %","8,49 %","0,71 %","0,72 %","0,71 %","2,84 %","-1,35 %","-0,65 %","5,49 %","3.312.011.857,40","111,84","0,97","0,70 %","-1,83 %",2024-04-01
XPML11,Shoppings,"116,88","11.832.518,75","1,05","0,90","0,76 %","2,31 %","4,62 %","9,31 %","0,77 %","0,77 %","0,78 %","2,31 %","-0,99 %","-0,24 %","7,38 %","3.689.832.714,42","111,18","1,05","0,81 %","10,14 %",2024-04-01
XPPR11,Lajes Corporativas,"23,00","467.842,96","0,35","0,07","0,31 %","0,93 %","2,43 %","5,08 %","0,31 %","0,41 %","0,42 %","1,37 %","-10,20 %","-9,92 %","23,97 %","479.268.064,09","65,51","0,35","0,11 %","-11,91 %",2024-04-01
XPSF11,Fundo de Fundos,"8,32","521.241,71","0,96","0,08","0,89 %","2,66 %","5,45 %","11,20 %","0,89 %","0,91 %","0,93 %","3,56 %","-1,06 %","-0,18 %","10,04 %","374.866.895,87","8,66","0,96","0,87 %","3,71 %",2024-04-01
XTED11,Lajes Corporativas,"8,82","17.641,88","0,68","11,16",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"67.378.204,04","28,02","0,31","0,00 %","-0,36 %",2024-04-01
YUFI11,Fundo de Desenvolvimento,"105,00","5.044,33","1,03","0,39","0,00 %","0,00 %","0,00 %","1,09 %","0,00 %","0,00 %","0,09 %","1,09 %","0,00 %","0,00 %",N/A,"50.018.722,37",N/A,N/A,N/A,N/A,2024-04-01
YUFI11B,Indefinido,N/A,N/A,N/A,"0,63","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"0,00 %","0,00 %","0,00 %",N/A,"105,53",N/A,"0,60 %","-0,01 %",2024-04-01
ZAVI11,Indefinido,"130,90","717.827,38","0,98","1,34","1,01 %","3,01 %","5,85 %","11,22 %","1,00 %","0,98 %","0,94 %","4,00 %","-0,51 %","0,50 %","8,82 %","156.260.474,71",N/A,N/A,N/A,N/A,2024-04-01
ZIFI11,Fundo de Desenvolvimento,"865,00","4.144,25","0,72","3,31","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"56.904.044,67",N/A,N/A,N/A,N/A,2024-04-01
